estado_importacao,chave_importacao,duplicado_provavel,ordem_cronologica,matricula,vin_chassi,processo_oficina,folha_obra,data_documento,hora_documento,data_hora_documento,origem_maquina,tipo_registo,resumo,link_documento_original,origem_ficheiro,lote_importacao,observacoes_importacao,criado_por,criado_em,km_leitura,modulo_calculador,referencia_software,edicao_calibracao,edicao_software,data_telecarregamento,numero_telecarregamentos,fornecedor_ecu,referencia_material,km_ultima_reposicao_manutencao,km_ate_proxima_manutencao,dias_ate_proxima_manutencao,dias_desde_ultima_reposicao_manutencao,numero_manutencoes_efetuadas,limite_temporal_ultrapassado,limite_quilometrico_ultrapassado,limiar_manutencao_km,duracao_manutencao_meses,inicio_primeira_manutencao_km,duracao_antes_primeira_manutencao_meses,gestao_manutencao,taxa_diluicao_oleo_pct,taxa_carbono_oleo_pct,protecao_anti_diluicao,intervalo_calculado_calculador_km,existem_defeitos,numero_total_codigos_eventos,codigos_principais,defeito_critico,estado_principal,caracterizacao_resumo_defeito,km_associado_defeito,acao_recomendada
validado,b4ce50f332a1ca58,sim,5,BM-44-OP,VR3EDYHT1RJ747006,,,2026-04-27,10:30:09,2026-04-27 10:30:09,PSA-DIAG/Stellantis,identificacao_telecarregamento,identificacao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-27_BM-44-OP_VR3EDYHT1RJ747006_identificacao_telecarregamento_identificacao.pdf,2026-04-27_VR3EDYHT1RJ747006_identificacao_1.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,255.255,144.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,b4ce50f332a1ca58,sim,6,BM-44-OP,VR3EDYHT1RJ747006,,,2026-04-27,10:30:09,2026-04-27 10:30:09,PSA-DIAG/Stellantis,identificacao_telecarregamento,identificacao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-27_BM-44-OP_VR3EDYHT1RJ747006_identificacao_telecarregamento_identificacao.pdf,2026-04-27_VR3EDYHT1RJ747006_identificacao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,255.255,144.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,d42d7b2bf8b1f6cf,sim,7,BM-44-OP,VR3EDYHT1RJ747006,,,2026-04-27,10:31:16,2026-04-27 10:31:16,PSA-DIAG/Stellantis,manutencao,informacoes manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-27_BM-44-OP_VR3EDYHT1RJ747006_manutencao_informacoes-manutencao.pdf,2026-04-27_VR3EDYHT1RJ747006_informacoes-manutencao_1.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,Dinâmica,,,,,,,,,,,,
validado,d42d7b2bf8b1f6cf,sim,8,BM-44-OP,VR3EDYHT1RJ747006,,,2026-04-27,10:31:16,2026-04-27 10:31:16,PSA-DIAG/Stellantis,manutencao,informacoes manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-27_BM-44-OP_VR3EDYHT1RJ747006_manutencao_informacoes-manutencao.pdf,2026-04-27_VR3EDYHT1RJ747006_informacoes-manutencao_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,Dinâmica,,,,,,,,,,,,
validado,fafab33f2e3854c9,sim,9,BM-44-OP,VR3EDYHT1RJ747006,,,2026-04-27,10:32:34,2026-04-27 10:32:34,PSA-DIAG/Stellantis,parametrizacao_manutencao,parametros de manutencao recuperados do veiculo,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-27_BM-44-OP_VR3EDYHT1RJ747006_parametrizacao_manutencao_parametros-de-manutencao-recuperados-do-veiculo.pdf,2026-04-27_VR3EDYHT1RJ747006_parametros-de-manutencao-recuperados-do-veiculo_1.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,Dinâmica,,,,,,,,,,,,
validado,fafab33f2e3854c9,sim,10,BM-44-OP,VR3EDYHT1RJ747006,,,2026-04-27,10:32:34,2026-04-27 10:32:34,PSA-DIAG/Stellantis,parametrizacao_manutencao,parametros de manutencao recuperados do veiculo,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-27_BM-44-OP_VR3EDYHT1RJ747006_parametrizacao_manutencao_parametros-de-manutencao-recuperados-do-veiculo.pdf,2026-04-27_VR3EDYHT1RJ747006_parametros-de-manutencao-recuperados-do-veiculo_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,Dinâmica,,,,,,,,,,,,
validado,848ed04d77fd9d0a,sim,11,BM-44-OP,VR3EDYHT1RJ747006,,,2026-04-27,10:35:38,2026-04-27 10:35:38,PSA-DIAG/Stellantis,identificacao_telecarregamento,familia n calculador | codigos: U1F00 00,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-27_BM-44-OP_VR3EDYHT1RJ747006_identificacao_telecarregamento_familia-n-calculador_1.pdf,2026-04-27_VR3EDYHT1RJ747006_familia-n-calculador_1.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,U1F00 00,Sim,Permanente,Ausente,,Prioridade alta: diagnosticar defeitos permanentes/críticos
validado,848ed04d77fd9d0a,sim,12,BM-44-OP,VR3EDYHT1RJ747006,,,2026-04-27,10:35:38,2026-04-27 10:35:38,PSA-DIAG/Stellantis,identificacao_telecarregamento,familia n calculador | codigos: U1F00 00,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-27_BM-44-OP_VR3EDYHT1RJ747006_identificacao_telecarregamento_familia-n-calculador_1.pdf,2026-04-27_VR3EDYHT1RJ747006_familia-n-calculador_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,U1F00 00,Sim,Permanente,Ausente,,Prioridade alta: diagnosticar defeitos permanentes/críticos
validado,07f5a04b9092c163,sim,13,BM-44-OP,VR3EDYHT1RJ747006,,,2026-04-27,10:40:28,2026-04-27 10:40:28,PSA-DIAG/Stellantis,manutencao,informacoes manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-27_BM-44-OP_VR3EDYHT1RJ747006_manutencao_informacoes-manutencao_1.pdf,2026-04-27_VR3EDYHT1RJ747006_informacoes-manutencao_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,Dinâmica,,,,,,,,,,,,
validado,07f5a04b9092c163,sim,14,BM-44-OP,VR3EDYHT1RJ747006,,,2026-04-27,10:40:28,2026-04-27 10:40:28,PSA-DIAG/Stellantis,manutencao,informacoes manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-27_BM-44-OP_VR3EDYHT1RJ747006_manutencao_informacoes-manutencao_1.pdf,2026-04-27_VR3EDYHT1RJ747006_informacoes-manutencao_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,Dinâmica,,,,,,,,,,,,
validado,48b4273d923b96b3,sim,15,BM-44-OP,VR3EDYHT1RJ747006,,,2026-04-27,10:41:17,2026-04-27 10:41:17,PSA-DIAG/Stellantis,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-27_BM-44-OP_VR3EDYHT1RJ747006_lubrificacao_motor_informacoes-lubrificacao-motor_1.pdf,2026-04-27_VR3EDYHT1RJ747006_informacoes-lubrificacao-motor_1.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,48b4273d923b96b3,sim,16,BM-44-OP,VR3EDYHT1RJ747006,,,2026-04-27,10:41:17,2026-04-27 10:41:17,PSA-DIAG/Stellantis,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-27_BM-44-OP_VR3EDYHT1RJ747006_lubrificacao_motor_informacoes-lubrificacao-motor_1.pdf,2026-04-27_VR3EDYHT1RJ747006_informacoes-lubrificacao-motor_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,431e25f0f519fce6,nao,1,BS-50-FV,VR3EDYHT1SJ530612,,,2026-03-23,12:25:13,2026-03-23 12:25:13,PSA-DIAG/Stellantis,leitura_defeitos,de defeitos | codigos: U1218; P203F,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-23_BS-50-FV_VR3EDYHT1SJ530612_leitura_defeitos_de-defeitos.pdf,2026-03-23_VR3EDYHT1SJ530612_de-defeitos_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,U1218; P203F,Não,Fugitivo,do defeitoDefeito interno não caracterizado,,Analisar códigos de defeito e confirmar recorrência
validado,6a4d931f78d2c1ba,nao,2,BS-50-FV,VR3EDYHT1SJ530612,,,2026-03-23,12:26:37,2026-03-23 12:26:37,PSA-DIAG/Stellantis,leitura_defeitos,de defeitos | codigos: B1717; U1F05; B1865 23; B1716; U1F00; B120D; B120A; B1806; B171E; B1165; B1805,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-23_BS-50-FV_VR3EDYHT1SJ530612_leitura_defeitos_de-defeitos_1.pdf,2026-03-23_VR3EDYHT1SJ530612_de-defeitos_1.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,B1717; U1F05; B1865 23; B1716; U1F00; B120D; B120A; B1806; B171E; B1165; B1805,Sim,Permanente,Curto-circuito no mais,,Prioridade alta: diagnosticar defeitos permanentes/críticos
validado,93a20babe1b6cd26,nao,1,,VR3EDYHT1SJ767228,,,2026-05-11,12:30:47,2026-05-11 12:30:47,PSA-DIAG/Stellantis,manutencao,bsi2010 ev informacoes manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/05_Maio/2026-05-11_VR3EDYHT1SJ767228_manutencao_bsi2010-ev-informacoes-manutencao.pdf,2026-05-11_vr3edyht1sj767228_bsi2010-ev-informacoes-manutencao.pdf,historico_tecnico_2026_v2,,Codex,2026-05-20 03:17:28,,BSI2010_EV,,,,,,,,,,,,,,,,,,,Dinâmica,,,,,,,,,,,,
validado,ed766b509584cb48,nao,2,,VR3EDYHT1SJ767228,,,2026-05-11,12:33:09,2026-05-11 12:33:09,PSA-DIAG/Stellantis,lubrificacao_motor,cmm md1cs003 euro6 4 informacoes,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/05_Maio/2026-05-11_VR3EDYHT1SJ767228_lubrificacao_motor_cmm-md1cs003-euro6-4-informacoes.pdf,2026-05-11_vr3edyht1sj767228_cmm-md1cs003-euro6-4-informacoes.pdf,historico_tecnico_2026_v2,,Codex,2026-05-20 03:17:28,,CMM_MD1CS003_EURO6_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,81d958f259de7216,nao,3,,VR3EDYHT1SJ767228,,,2026-05-11,12:33:42,2026-05-11 12:33:42,PSA-DIAG/Stellantis,leitura_defeitos,leitura de defeitos | codigos: P203F; U1218; P06B8,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/05_Maio/2026-05-11_VR3EDYHT1SJ767228_leitura_defeitos_leitura-de-defeitos.pdf,2026-05-11_vr3edyht1sj767228_leitura-de-defeitos.pdf,historico_tecnico_2026_v2,,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,Sim,,P203F; U1218; P06B8,Não,Fugitivo,do defeitoFornecido recebido inválido,,Analisar códigos de defeito e confirmar recorrência
validado,ec7c925adc33496a,nao,4,,VR3EDYHT1SJ767228,,,2026-05-11,12:34:53,2026-05-11 12:34:53,PSA-DIAG/Stellantis,parametrizacao_manutencao,parametros de manutencao recuperados do veiculo,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/05_Maio/2026-05-11_VR3EDYHT1SJ767228_parametrizacao_manutencao_parametros-de-manutencao-recuperados-do-veiculo.pdf,2026-05-11_vr3edyht1sj767228_parametros-de-manutencao-recuperados-do-veiculo.pdf,historico_tecnico_2026_v2,,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,Dinâmica,,,,,,,,,,,,
validado,fc46c7f5c527963c,nao,5,,VR3EDYHT1SJ767228,,,2026-05-11,12:36:50,2026-05-11 12:36:50,PSA-DIAG/Stellantis,identificacao_telecarregamento,cmm md1cs003 euro6 4 identificacao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/05_Maio/2026-05-11_VR3EDYHT1SJ767228_identificacao_telecarregamento_cmm-md1cs003-euro6-4-identificacao.pdf,2026-05-11_vr3edyht1sj767228_cmm-md1cs003-euro6-4-identificacao.pdf,historico_tecnico_2026_v2,,Codex,2026-05-20 03:17:28,,CMM_MD1CS003_EURO6_4,255.255,144.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,71746f70fd18a3e5,nao,1,,VR3EDYHT1SJ767228,,,2026-05-12,17:34:04,2026-05-12 17:34:04,PSA-DIAG/Stellantis,lubrificacao_motor,cmm md1cs003 euro6 4 informacoes,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/05_Maio/2026-05-12_VR3EDYHT1SJ767228_lubrificacao_motor_cmm-md1cs003-euro6-4-informacoes.pdf,2026-05-12_vr3edyht1sj767228_cmm-md1cs003-euro6-4-informacoes.pdf,historico_tecnico_2026_v2,,Codex,2026-05-20 03:17:28,,CMM_MD1CS003_EURO6_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,365d4e8f8e3e6ca9,nao,2,,VR3EDYHT1SJ767228,,,2026-05-12,17:35:30,2026-05-12 17:35:30,PSA-DIAG/Stellantis,manutencao,bsi2010 ev informacoes manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/05_Maio/2026-05-12_VR3EDYHT1SJ767228_manutencao_bsi2010-ev-informacoes-manutencao.pdf,2026-05-12_vr3edyht1sj767228_bsi2010-ev-informacoes-manutencao.pdf,historico_tecnico_2026_v2,,Codex,2026-05-20 03:17:28,,BSI2010_EV,,,,,,,,,,,,,,,,,,,Dinâmica,,,,,,,,,,,,
validado,76972af010b14836,nao,1,CF-13-BU,VR3EDYHT1SJ909979,,,2026-03-06,16:41:36,2026-03-06 16:41:36,Autel,manutencao,informacoes de manutencao | km ate proxima manutencao: 39980,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-06_CF-13-BU_VR3EDYHT1SJ909979_manutencao_informacoes-de-manutencao.pdf,2026-03-06_VR3EDYHT1SJ909979_informacoes-de-manutencao.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,5.8,39980,729,,3,Não,Não,,,,,Dinâmica,,,,,,,,,,,,
validado,cdc9ad9bde9bcafb,nao,2,CF-13-BU,VR3EDYHT1SJ909979,,,2026-03-06,16:49:16,2026-03-06 16:49:16,Autel,lubrificacao_motor,informacoes lubrificacao motor | diluicao oleo: 0%,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/03_Marco/2026-03-06_CF-13-BU_VR3EDYHT1SJ909979_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-03-06_VR3EDYHT1SJ909979_informacoes-lubrificacao-motor.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,0,0,Proteção inativa,840000,,,,,,,,
validado,d2e41e6eefc70616,nao,1,BQ-48-IP,VR3EDYHT2RJ968629,,,2026-01-28,,2026-01-28,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/01_Janeiro/2026-01-28_BQ-48-IP_VR3EDYHT2RJ968629_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-01-28_VR3EDYHT2RJ968629_informacoes-lubrificacao-motor.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,248f0160097ab078,nao,2,BQ-48-IP,VR3EDYHT2RJ968629,,,2026-01-28,,2026-01-28,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/01_Janeiro/2026-01-28_BQ-48-IP_VR3EDYHT2RJ968629_manutencao_informacoes-de-manutencao.pdf,2026-01-28_VR3EDYHT2RJ968629_informacoes-de-manutencao.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,d620e9f9e19b5381,nao,1,BI-47-LS,VR3EDYHT3RJ643861,,,2026-01-12,,2026-01-12,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/01_Janeiro/2026-01-12_BI-47-LS_VR3EDYHT3RJ643861_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-01-12_VR3EDYHT3RJ643861_informacoes-lubrificacao-motor.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,d7ce4518faa9d7a1,nao,2,BI-47-LS,VR3EDYHT3RJ643861,,,2026-01-12,,2026-01-12,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/01_Janeiro/2026-01-12_BI-47-LS_VR3EDYHT3RJ643861_manutencao_informacoes-de-manutencao.pdf,2026-01-12_VR3EDYHT3RJ643861_informacoes-de-manutencao.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,24d906cc8ff21b85,nao,1,BI-47-LS,VR3EDYHT3RJ643861,,,2026-01-15,,2026-01-15,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/01_Janeiro/2026-01-15_BI-47-LS_VR3EDYHT3RJ643861_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-01-15_VR3EDYHT3RJ643861_informacoes-lubrificacao-motor.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,a4ad009227c0fee2,nao,2,BI-47-LS,VR3EDYHT3RJ643861,,,2026-01-15,,2026-01-15,Autel,manutencao,informacoes de manutencao,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/01_Janeiro/2026-01-15_BI-47-LS_VR3EDYHT3RJ643861_manutencao_informacoes-de-manutencao.pdf,2026-01-15_VR3EDYHT3RJ643861_informacoes-de-manutencao.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,4a37d55486157381,sim,1,BQ-31-IP,VR3EDYHT3RJ968624,,,2026-04-20,,2026-04-20,Autel,leitura_defeitos,relatorio de diagnostico do veiculo,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-20_BQ-31-IP_VR3EDYHT3RJ968624_leitura_defeitos_relatorio-de-diagnostico-do-veiculo.pdf,2026-04-20_VR3EDYHT3RJ968624_relatorio-de-diagnostico-do-veiculo_1.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,4a37d55486157381,sim,2,BQ-31-IP,VR3EDYHT3RJ968624,,,2026-04-20,,2026-04-20,Autel,leitura_defeitos,relatorio de diagnostico do veiculo,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-20_BQ-31-IP_VR3EDYHT3RJ968624_leitura_defeitos_relatorio-de-diagnostico-do-veiculo.pdf,2026-04-20_VR3EDYHT3RJ968624_relatorio-de-diagnostico-do-veiculo_2.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,4a37d55486157381,sim,3,BQ-31-IP,VR3EDYHT3RJ968624,,,2026-04-20,,2026-04-20,Autel,leitura_defeitos,relatorio de diagnostico do veiculo,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-20_BQ-31-IP_VR3EDYHT3RJ968624_leitura_defeitos_relatorio-de-diagnostico-do-veiculo.pdf,2026-04-20_VR3EDYHT3RJ968624_relatorio-de-diagnostico-do-veiculo_3.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,4a37d55486157381,sim,4,BQ-31-IP,VR3EDYHT3RJ968624,,,2026-04-20,,2026-04-20,Autel,leitura_defeitos,relatorio de diagnostico do veiculo,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-20_BQ-31-IP_VR3EDYHT3RJ968624_leitura_defeitos_relatorio-de-diagnostico-do-veiculo.pdf,2026-04-20_VR3EDYHT3RJ968624_relatorio-de-diagnostico-do-veiculo_4.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
validado,fe9886ba34725b19,sim,5,BQ-31-IP,VR3EDYHT3RJ968624,,,2026-04-20,,2026-04-20,Autel,lubrificacao_motor,informacoes lubrificacao motor,file:///C:/Users/andre/OneDrive%20-%20D'accord%20Invest%20-%20Servi%C3%A7os%20Partilhados%20SA/CARFAST%20-%20OFICINA%20-%20HISTORICO%20TECNICO/2026/04_Abril/2026-04-20_BQ-31-IP_VR3EDYHT3RJ968624_lubrificacao_motor_informacoes-lubrificacao-motor.pdf,2026-04-20_VR3EDYHT3RJ968624_informacoes-lubrificacao-motor_1.pdf,historico_tecnico_2026_v2,matricula inferida por VIN,Codex,2026-05-20 03:17:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
